AOU,English_Common_Name,Order,Genus,Species_y,yrs with observations,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,ruta,Latitude,Longitude
4812,California Scrub-Jay,Passeriformes,Aphelocoma,californica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,19,22,29,16,22,24,25,27,29,19,24,22,16,22,22,21,15,15,13,12,13,0,12,18,5,0,84014186,38.5498734,-122.719303
4880,American Crow,Passeriformes,Corvus,brachyrhynchos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,40,69,66,64,50,91,67,88,62,82,72,61,58,65,62,83,96,58,53,35,34,40,0,46,44,45,0,84014186,38.5498734,-122.719303
4930,European Starling,Passeriformes,Sturnus,vulgaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,121,84,92,163,83,66,65,94,36,91,37,40,91,43,42,50,35,54,43,52,54,33,0,37,27,38,0,84014186,38.5498734,-122.719303
4950,Brown-headed Cowbird,Passeriformes,Molothrus,ater,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,8,2,5,4,2,3,4,3,5,3,11,4,1,3,3,7,3,5,5,2,0,1,1,4,0,84014186,38.5498734,-122.719303
5911,California Towhee,Passeriformes,Melozone,crissalis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,50,39,50,56,41,43,44,39,35,40,33,36,44,41,38,39,36,38,23,32,29,32,0,26,27,28,0,84014186,38.5498734,-122.719303
4980,Red-winged Blackbird,Passeriformes,Agelaius,phoeniceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,21,19,110,9,19,36,18,14,24,5,2,9,20,8,11,11,11,8,5,5,15,0,9,12,7,0,84014186,38.5498734,-122.719303
3160,Mourning Dove,Columbiformes,Zenaida,macroura,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,57,47,45,51,54,78,63,73,85,68,72,80,60,48,57,55,65,42,30,46,53,53,0,60,60,38,0,8403514,40.1495187,-86.6959256
2730,Killdeer,Charadriiformes,Charadrius,vociferus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,18,23,14,16,15,21,20,20,26,25,25,24,15,16,18,19,14,14,12,21,22,0,42,19,27,0,8403514,40.1495187,-86.6959256
4230,Chimney Swift,Apodiformes,Chaetura,pelagica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,3,11,6,6,14,12,10,5,10,16,3,6,5,7,2,5,7,8,1,6,17,0,15,11,6,0,8403514,40.1495187,-86.6959256
4090,Red-bellied Woodpecker,Piciformes,Melanerpes,carolinus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,4,5,3,13,4,8,2,7,10,5,8,3,4,5,10,9,7,13,0,14,12,5,0,8403514,40.1495187,-86.6959256
6240,Red-eyed Vireo,Passeriformes,Vireo,olivaceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,3,3,2,4,2,6,2,3,2,1,1,3,2,2,2,2,0,2,2,1,0,8403514,40.1495187,-86.6959256
6130,Barn Swallow,Passeriformes,Hirundo,rustica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,19,13,20,20,14,22,33,22,15,18,6,15,14,18,15,16,14,12,15,18,18,0,27,16,15,0,8403514,40.1495187,-86.6959256
7310,Tufted Titmouse,Passeriformes,Baeolophus,bicolor,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,6,6,13,6,3,7,5,6,2,5,6,9,6,6,7,8,9,8,8,5,0,5,12,9,0,8403514,40.1495187,-86.6959256
7210,House Wren,Passeriformes,Troglodytes,aedon,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,29,25,20,26,17,28,24,31,36,31,34,35,27,24,22,26,34,30,29,26,25,0,28,26,26,0,8403514,40.1495187,-86.6959256
7610,American Robin,Passeriformes,Turdus,migratorius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,140,143,154,162,133,150,209,181,200,177,168,211,228,161,166,134,130,105,132,97,113,102,0,84,87,86,0,8403514,40.1495187,-86.6959256
6270,Warbling Vireo,Passeriformes,Vireo,gilvus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,10,5,6,7,6,8,6,3,6,7,6,3,9,7,7,9,9,5,3,5,0,6,7,3,0,8403514,40.1495187,-86.6959256
6520,Yellow Warbler,Passeriformes,Setophaga,petechia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,3,3,6,4,5,5,1,5,5,5,2,9,5,8,7,5,6,1,7,0,5,5,2,0,8403514,40.1495187,-86.6959256
6810,Common Yellowthroat,Passeriformes,Geothlypis,trichas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,14,9,20,18,12,19,9,11,10,5,13,16,16,16,14,14,23,15,13,9,0,15,12,12,0,8403514,40.1495187,-86.6959256
7040,Gray Catbird,Passeriformes,Dumetella,carolinensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,9,7,6,9,13,4,8,5,4,5,8,8,5,4,3,10,4,7,8,6,0,7,5,4,0,8403514,40.1495187,-86.6959256
6882,House Sparrow,Passeriformes,Passer,domesticus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,161,160,143,126,129,143,115,106,79,90,81,107,74,81,75,72,77,70,50,51,69,58,0,58,52,54,0,8403514,40.1495187,-86.6959256
5110,Common Grackle,Passeriformes,Quiscalus,quiscula,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,56,95,99,107,114,114,174,114,136,149,158,108,87,80,72,82,50,70,36,22,168,34,0,32,16,11,0,8403514,40.1495187,-86.6959256
5190,House Finch,Passeriformes,Haemorhous,mexicanus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,5,14,17,6,7,5,8,7,5,1,8,8,15,3,17,6,9,4,12,7,0,7,7,4,0,8403514,40.1495187,-86.6959256
5290,American Goldfinch,Passeriformes,Spinus,tristis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,16,26,13,15,5,17,12,20,16,14,15,11,8,28,8,15,13,4,8,20,17,0,6,7,8,0,8403514,40.1495187,-86.6959256
5420,Savannah Sparrow,Passeriformes,Passerculus,sandwichensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,7,6,8,3,3,9,3,3,13,5,5,4,2,3,2,4,2,4,2,1,0,3,4,5,0,8403514,40.1495187,-86.6959256
5630,Field Sparrow,Passeriformes,Spizella,pusilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,7,7,10,8,8,10,5,7,8,11,11,12,5,11,4,11,12,10,9,11,0,17,11,13,0,8403514,40.1495187,-86.6959256
5600,Chipping Sparrow,Passeriformes,Spizella,passerina,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,26,33,24,36,27,38,44,34,39,36,35,43,39,40,39,35,38,35,21,42,36,0,35,19,25,0,8403514,40.1495187,-86.6959256
5930,Northern Cardinal,Passeriformes,Cardinalis,cardinalis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,14,27,24,29,26,29,21,24,17,22,28,17,17,21,26,26,32,14,15,33,30,0,22,22,18,0,8403514,40.1495187,-86.6959256
5810,Song Sparrow,Passeriformes,Melospiza,melodia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,64,35,43,37,45,45,54,46,52,41,52,53,44,39,28,29,32,33,27,43,50,56,0,55,37,45,0,8403514,40.1495187,-86.6959256
5980,Indigo Bunting,Passeriformes,Passerina,cyanea,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,24,32,35,21,22,47,24,27,21,33,25,37,22,22,22,15,18,24,12,37,20,0,28,18,12,0,8403514,40.1495187,-86.6959256
4880,American Crow,Passeriformes,Corvus,brachyrhynchos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,37,19,14,18,11,15,17,3,9,10,21,6,15,34,14,25,19,28,10,18,26,0,14,7,13,0,8403514,40.1495187,-86.6959256
4950,Brown-headed Cowbird,Passeriformes,Molothrus,ater,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,21,18,21,27,28,35,32,35,23,23,35,29,27,32,26,23,19,14,34,47,0,40,34,30,0,8403514,40.1495187,-86.6959256
4980,Red-winged Blackbird,Passeriformes,Agelaius,phoeniceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,108,116,110,132,151,155,114,132,137,108,98,79,101,85,114,103,71,93,108,88,113,109,0,122,122,134,0,8403514,40.1495187,-86.6959256
5010,Eastern Meadowlark,Passeriformes,Sturnella,magna,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,13,23,22,41,29,19,24,20,20,22,21,15,22,19,18,15,22,19,12,11,14,0,15,20,10,0,8403514,40.1495187,-86.6959256
4930,European Starling,Passeriformes,Sturnus,vulgaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,83,153,151,204,152,159,187,168,168,200,156,118,90,120,120,256,115,110,144,80,328,189,0,173,84,154,0,8403514,40.1495187,-86.6959256
4740,Horned Lark,Passeriformes,Eremophila,alpestris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,11,19,18,32,16,21,24,14,15,21,16,11,15,7,14,18,16,18,4,4,12,0,10,6,20,0,8403514,40.1495187,-86.6959256
4610,Eastern Wood-Pewee,Passeriformes,Contopus,virens,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,5,4,7,2,4,7,5,5,5,9,4,7,6,5,8,6,2,6,5,0,10,10,4,0,8403514,40.1495187,-86.6959256
6110,Purple Martin,Passeriformes,Progne,subis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,3,10,7,2,12,8,15,2,9,4,10,14,6,10,6,9,10,7,4,7,0,11,11,2,0,8403514,40.1495187,-86.6959256
5950,Rose-breasted Grosbeak,Passeriformes,Pheucticus,ludovicianus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,10,8,6,17,11,9,6,9,18,17,12,6,10,7,1,6,6,6,5,0,4,3,7,0,8405047,48.9594807,-94.9927589
6450,Nashville Warbler,Passeriformes,Leiothlypis,ruficapilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,34,21,16,12,9,1,9,9,8,26,37,28,27,10,25,17,17,17,25,16,11,0,11,7,14,0,8405047,48.9594807,-94.9927589
6240,Red-eyed Vireo,Passeriformes,Vireo,olivaceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,54,30,64,49,79,61,36,62,52,43,70,38,48,57,50,47,48,44,49,48,59,65,0,58,49,50,0,8405047,48.9594807,-94.9927589
7210,House Wren,Passeriformes,Troglodytes,aedon,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,7,8,7,5,8,16,8,9,12,12,9,22,11,12,15,13,12,11,10,9,0,9,12,22,0,8405047,48.9594807,-94.9927589
4880,American Crow,Passeriformes,Corvus,brachyrhynchos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,22,42,34,37,41,30,46,48,74,77,22,42,51,46,36,19,29,35,38,40,39,0,28,33,48,0,8405047,48.9594807,-94.9927589
4770,Blue Jay,Passeriformes,Cyanocitta,cristata,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,12,6,5,10,4,19,6,4,10,12,16,10,8,14,16,1,14,4,15,14,15,0,4,9,19,0,8405047,48.9594807,-94.9927589
4940,Bobolink,Passeriformes,Dolichonyx,oryzivorus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,18,18,15,20,16,20,7,3,28,20,12,20,7,13,10,21,11,12,4,8,8,0,15,8,10,0,8405047,48.9594807,-94.9927589
4980,Red-winged Blackbird,Passeriformes,Agelaius,phoeniceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,22,54,29,14,26,68,31,34,44,28,36,13,26,44,10,12,27,17,26,29,26,0,35,34,25,0,8405047,48.9594807,-94.9927589
5290,American Goldfinch,Passeriformes,Spinus,tristis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,12,34,12,23,16,29,8,13,41,47,22,34,20,26,41,24,39,6,18,22,29,0,25,6,14,0,8405047,48.9594807,-94.9927589
4670,Least Flycatcher,Passeriformes,Empidonax,minimus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,24,28,29,15,15,15,16,22,28,37,28,18,21,13,16,13,15,4,11,13,13,0,6,1,6,0,8405047,48.9594807,-94.9927589
3160,Mourning Dove,Columbiformes,Zenaida,macroura,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,17,22,13,26,20,14,2,13,25,12,19,22,19,20,16,6,4,12,3,10,12,0,13,10,23,0,8405047,48.9594807,-94.9927589
6520,Yellow Warbler,Passeriformes,Setophaga,petechia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,34,50,30,29,35,22,38,38,41,26,57,54,47,38,31,35,26,47,38,26,29,0,27,16,19,0,8405047,48.9594807,-94.9927589
6590,Chestnut-sided Warbler,Passeriformes,Setophaga,pensylvanica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,2,8,1,3,1,5,6,3,2,1,3,5,7,18,6,10,12,10,0,12,10,17,0,8405047,48.9594807,-94.9927589
6740,Ovenbird,Passeriformes,Seiurus,aurocapilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,20,16,16,20,17,32,20,17,17,32,21,23,20,9,24,14,19,15,21,22,24,0,11,16,17,0,8405047,48.9594807,-94.9927589
6810,Common Yellowthroat,Passeriformes,Geothlypis,trichas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,68,63,39,44,56,43,40,29,36,52,44,55,50,48,43,30,44,36,47,57,47,48,0,46,34,58,0,8405047,48.9594807,-94.9927589
6870,American Redstart,Passeriformes,Setophaga,ruticilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,3,4,4,1,4,4,7,5,6,8,5,3,8,1,3,6,2,7,6,7,0,5,2,6,0,8405047,48.9594807,-94.9927589
7610,American Robin,Passeriformes,Turdus,migratorius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,36,50,32,18,41,33,23,26,25,17,34,31,28,33,42,47,60,47,49,57,39,0,31,36,33,0,8405047,48.9594807,-94.9927589
7240,Sedge Wren,Passeriformes,Cistothorus,stellaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,21,21,16,15,4,17,15,12,21,22,9,21,8,5,6,8,1,23,15,12,0,3,8,13,0,8405047,48.9594807,-94.9927589
5420,Savannah Sparrow,Passeriformes,Passerculus,sandwichensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,64,30,36,62,44,41,35,32,42,64,44,51,54,45,28,24,19,26,37,24,27,0,16,14,12,0,8405047,48.9594807,-94.9927589
5600,Chipping Sparrow,Passeriformes,Spizella,passerina,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,12,13,15,12,6,6,7,16,4,11,13,15,24,8,5,9,8,15,5,16,0,5,8,7,0,8405047,48.9594807,-94.9927589
5610,Clay-colored Sparrow,Passeriformes,Spizella,pallida,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,24,22,23,18,15,19,21,17,28,29,20,24,32,21,24,16,20,12,20,22,15,0,10,6,6,0,8405047,48.9594807,-94.9927589
5580,White-throated Sparrow,Passeriformes,Zonotrichia,albicollis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,14,14,22,29,19,32,23,27,28,19,34,26,30,18,23,21,18,15,27,31,25,0,10,7,6,0,8405047,48.9594807,-94.9927589
5810,Song Sparrow,Passeriformes,Melospiza,melodia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,53,36,40,33,41,28,33,30,37,46,25,44,31,26,26,22,32,25,23,29,34,27,0,6,17,25,0,8405047,48.9594807,-94.9927589
7560,Veery,Passeriformes,Catharus,fuscescens,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,11,18,23,29,19,23,13,18,26,10,20,28,29,17,14,18,9,11,25,27,36,0,13,24,26,0,8405047,48.9594807,-94.9927589
3160,Mourning Dove,Columbiformes,Zenaida,macroura,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,29,35,62,42,47,35,39,36,51,37,45,21,35,49,42,72,54,39,33,44,27,43,0,44,28,38,0,8405202,36.5936897,-90.7479869
4090,Red-bellied Woodpecker,Piciformes,Melanerpes,carolinus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,15,10,23,16,19,8,20,14,7,11,7,22,19,28,16,19,26,16,10,12,15,0,8,5,10,0,8405202,36.5936897,-90.7479869
4440,Eastern Kingbird,Passeriformes,Tyrannus,tyrannus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,10,5,7,7,10,12,12,13,11,8,8,4,11,6,8,6,2,2,9,2,0,6,3,5,0,8405202,36.5936897,-90.7479869
4560,Eastern Phoebe,Passeriformes,Sayornis,phoebe,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,9,26,8,21,15,19,20,19,13,14,11,9,11,10,13,12,8,5,6,7,2,0,1,1,6,0,8405202,36.5936897,-90.7479869
3870,Yellow-billed Cuckoo,Cuculiformes,Coccyzus,americanus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,11,16,26,8,17,6,5,12,2,3,1,8,20,11,11,5,13,1,24,16,6,0,9,3,3,0,8405202,36.5936897,-90.7479869
5630,Field Sparrow,Passeriformes,Spizella,pusilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,25,31,23,23,21,19,19,25,19,20,8,29,19,19,18,14,24,4,11,4,2,0,2,1,1,0,8405202,36.5936897,-90.7479869
5930,Northern Cardinal,Passeriformes,Cardinalis,cardinalis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,79,85,69,89,66,66,54,80,44,39,50,59,67,63,78,54,79,57,74,75,50,0,68,59,49,0,8405202,36.5936897,-90.7479869
5110,Common Grackle,Passeriformes,Quiscalus,quiscula,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,15,16,11,8,2,14,6,4,4,10,19,9,2,15,10,4,11,12,7,15,6,0,11,3,8,0,8405202,36.5936897,-90.7479869
5010,Eastern Meadowlark,Passeriformes,Sturnella,magna,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,13,11,13,12,29,20,15,22,21,20,29,15,20,13,15,18,3,4,11,12,0,8,2,11,0,8405202,36.5936897,-90.7479869
4950,Brown-headed Cowbird,Passeriformes,Molothrus,ater,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,45,34,23,45,27,30,30,23,32,37,26,37,38,40,22,20,20,6,12,13,5,0,18,12,17,0,8405202,36.5936897,-90.7479869
4930,European Starling,Passeriformes,Sturnus,vulgaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,60,22,36,33,22,31,34,16,27,35,22,38,13,35,33,34,31,19,15,12,1,0,17,13,7,0,8405202,36.5936897,-90.7479869
4880,American Crow,Passeriformes,Corvus,brachyrhynchos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,46,54,51,37,48,39,32,47,33,37,25,38,20,27,25,29,22,58,82,52,27,0,40,25,52,0,8405202,36.5936897,-90.7479869
4770,Blue Jay,Passeriformes,Cyanocitta,cristata,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,18,14,13,16,20,10,16,18,26,12,10,17,18,17,20,20,14,8,25,16,14,0,20,14,7,0,8405202,36.5936897,-90.7479869
6310,White-eyed Vireo,Passeriformes,Vireo,griseus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,6,16,16,11,19,15,14,17,14,22,13,14,19,17,14,18,15,1,3,7,4,0,6,8,9,0,8405202,36.5936897,-90.7479869
7610,American Robin,Passeriformes,Turdus,migratorius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,25,27,24,25,15,21,25,24,28,22,22,22,19,26,17,22,22,32,11,14,23,0,12,22,19,0,8405202,36.5936897,-90.7479869
7660,Eastern Bluebird,Passeriformes,Sialia,sialis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,13,14,18,14,22,20,29,16,26,22,16,22,20,26,14,10,5,7,19,6,3,0,4,7,3,0,8405202,36.5936897,-90.7479869
7180,Carolina Wren,Passeriformes,Thryothorus,ludovicianus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,23,23,15,13,25,30,19,37,22,22,33,25,33,31,43,22,25,13,19,26,9,0,7,9,5,0,8405202,36.5936897,-90.7479869
7030,Northern Mockingbird,Passeriformes,Mimus,polyglottos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,15,13,19,21,14,14,20,12,16,9,21,14,19,30,28,29,16,23,11,9,0,6,15,15,0,8405202,36.5936897,-90.7479869
6882,House Sparrow,Passeriformes,Passer,domesticus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,13,44,30,12,18,9,13,15,13,4,7,13,24,51,49,21,26,10,3,9,10,0,6,6,2,0,8405202,36.5936897,-90.7479869
5980,Indigo Bunting,Passeriformes,Passerina,cyanea,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,68,65,67,63,70,64,69,55,63,51,52,59,61,72,71,48,58,75,31,38,43,38,0,42,21,13,0,8405202,36.5936897,-90.7479869
6130,Barn Swallow,Passeriformes,Hirundo,rustica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,23,27,30,15,27,27,18,22,29,26,26,22,17,21,20,28,15,10,12,7,8,0,4,3,4,0,8405202,36.5936897,-90.7479869
