,ruta,num_continuous_species,min_year,max_year,num_survey_years,Latitude,Longitude
1311,8409152,36,1997,2023,24,43.3269947,-90.7422119
1426,840219,35,1997,2022,24,33.4765537,-88.1712189
1427,840219,35,1997,2022,24,38.5804577,-75.0612969
1428,8403457,35,1997,2023,24,38.6772904,-88.4287356
1429,8406933,35,1997,2023,24,44.7201827,-123.2611839
1430,8407285,35,1997,2023,24,40.6899507,-75.9991309
1431,84072907,35,1999,2023,24,41.4430932,-76.2415237
1432,84088134,35,1997,2023,24,36.7021737,-82.7480769
1433,84090149,35,1997,2023,24,38.9686037,-78.8453529
1434,8409027,35,1997,2023,24,38.0801867,-80.2288669
1435,8409029,35,1996,2023,24,38.2958347,-80.5232839
1436,84091316,35,1998,2023,24,43.0391137,-90.6626669
1437,8409162,35,1997,2023,24,43.6599137,-88.3351209
1547,12479130,34,1997,2023,24,52.66722,-104.23693
1548,84039137,34,1997,2023,24,38.2698117,-85.2042619
1549,840392,34,1998,2023,24,36.9068375,-88.8622638
1550,8404641,34,1997,2023,24,38.4607494,-76.1997997
1551,84063107,34,1997,2023,24,35.8639187,-75.8611599
1552,8407223,34,1996,2023,24,41.553018,-77.9672237
1553,84083136,34,1998,2023,24,30.7618885,-96.7200416
1702,12445218,33,1997,2023,24,50.58765,-99.44659
1703,8403477,33,1998,2023,24,39.1467916,-87.6692368
1704,8403827,33,1997,2021,24,39.251508,-95.5347369
1705,840429,33,1998,2023,24,30.7018587,-90.5110779
1706,840447,33,1997,2021,24,44.6261727,-70.9614079
1707,8406190,33,1997,2023,24,43.217821,-73.409239
1708,8408375,33,1999,2023,24,33.572861,-97.297861
1709,8408711,33,1997,2023,24,44.4324199,-71.9519914
1710,8409053,33,1997,2023,24,39.7005717,-79.7308869
1711,84091307,33,1998,2023,24,45.6998027,-89.1251229
1712,8409141,33,1997,2023,24,44.6134037,-89.4892659
1839,840179,32,1997,2023,24,39.9658907,-107.6483229
1840,840252,32,1997,2023,24,31.2926075,-88.38516
1841,840252,32,1997,2023,24,30.3755433,-86.2758321
1842,8403528,32,1997,2023,24,39.6847217,-85.4688349
1843,84044115,32,1997,2023,24,44.324762,-69.8609276
1844,84077,32,1997,2023,24,33.6969877,-94.1229479
1845,840823,32,1997,2023,24,35.0517759,-89.3754293
1846,84083273,32,1997,2023,24,33.3677874,-96.0651288
1847,84090147,32,1997,2023,24,39.2175157,-79.2333049
1995,8402733,31,1997,2021,24,32.1823297,-84.2682799
1996,8402746,31,1997,2023,24,33.1053145,-83.8122125
1997,8403329,31,1998,2023,24,48.4797897,-116.8492509
1998,8403476,31,1997,2023,24,39.1055838,-88.0246848
1999,8403522,31,1997,2023,24,39.5330205,-87.1438756
2000,8405258,31,1997,2023,24,37.5165109,-91.0309594
2139,1241145,30,1997,2022,24,52.14952,-122.06768
2140,1244115,30,1997,2023,24,51.54794,-114.21268
2141,1244542,30,1997,2023,24,51.62432,-97.42874
2142,8402213,30,1997,2023,24,31.1365731,-88.2207774
2143,84033225,30,1998,2023,24,42.431685,-114.0888322
2144,84052122,30,1997,2023,24,38.4464167,-93.2211229
2145,840664,30,1997,2023,24,34.7733727,-112.6192267
2146,8407901,30,1997,2021,24,35.1599347,-93.4248279
2147,8408925,30,1996,2023,24,45.8331357,-121.3533019
2148,8409044,30,1997,2023,24,39.5730496,-79.8489868
2292,124763,29,1997,2023,24,46.26955,-76.29326
2293,84014193,29,1997,2021,24,38.3407717,-123.0480649
2294,840263,29,1997,2023,24,32.4128107,-87.5381089
2295,8403434,29,1996,2023,24,59.531682,-159.6936457
2296,8403434,29,1996,2023,24,40.6463646,-87.724604
2297,84053138,29,1997,2023,24,45.9146442,-111.763656
2298,8405318,29,1997,2023,24,47.5054097,-110.8958659
2299,840542,29,1997,2023,24,40.4650912,-96.0668798
2300,8405820,29,1997,2023,24,44.6832807,-71.5868762
2301,8409215,29,1997,2023,24,42.0737597,-110.1608579
2437,12479113,28,1997,2023,24,50.57177,-104.27272
2438,84014162,28,1997,2023,24,40.4932903,-120.1080006
2439,84014185,28,1997,2023,24,39.5602197,-120.8280109
2440,84017362,28,1998,2022,24,38.9999639,-104.7380455
2441,8405812,28,1997,2023,24,43.9913408,-71.2929175
2442,84063217,28,1997,2023,24,35.9287265,-80.7208082
2443,840699,28,1997,2023,24,44.5508867,-123.8027616
2444,8408320,28,1997,2023,24,29.6706502,-94.3415601
2445,8408932,28,1997,2023,24,48.3856347,-117.2723999
2583,1244521,27,1997,2023,24,50.29948,-101.06148
2584,840220,27,1997,2023,24,32.1307226,-88.3172665
2585,8408360,27,1997,2023,24,32.5698812,-96.1349747
2586,840875,27,1997,2023,24,43.4717157,-72.5853589
2730,84017216,26,1997,2023,24,38.8387837,-107.6025079
2731,840243,26,1997,2023,24,33.1156047,-87.1007539
2732,84038105,26,1997,2021,24,37.3003447,-96.1012279
2733,840508,26,1997,2021,24,44.6596006,-93.3337301
2734,8405327,26,1997,2022,24,46.6205137,-112.4949499
2735,84053901,26,1997,2023,24,46.3310791,-114.1724926
2736,84069238,26,1997,2023,24,44.3919161,-121.5215586
2737,8406941,26,1997,2023,24,45.2552468,-122.2563686
2738,840713,26,1997,2023,24,34.0344927,-93.2513959
2739,84081911,26,1999,2023,24,43.520047,-103.4728516
2740,84092901,26,1997,2022,24,44.7718717,-110.4577709
2887,8401735,25,1997,2023,24,40.3052417,-104.6963429
2888,8402510,25,1997,2021,24,30.2734632,-83.8569684
2889,840545,25,1997,2023,24,40.8872417,-97.1583399
2890,840592,25,1997,2023,24,39.3852634,-75.3494715
2891,84063910,25,1998,2023,24,35.0399431,-83.2023406
2892,84083900,25,1997,2023,24,29.2682987,-103.3030169
2893,8408392,25,1997,2023,24,33.1811653,-101.5601204
2894,84085156,25,1997,2023,24,40.5815707,-111.0483399
3028,124439,24,1997,2022,24,54.83513,-113.15816
3029,124439,24,1997,2022,24,60.04818,-112.77347
3030,84017306,24,1997,2023,24,40.3492697,-103.7997669
3031,84025905,24,1997,2023,24,28.5817572,-82.1873953
3032,84042119,24,1997,2023,24,31.5639297,-92.963258
3033,840628,24,1997,2023,24,32.0343407,-110.3031159
3034,84083314,24,1997,2023,24,29.2133329,-97.1483412
3035,8409165,24,1997,2023,24,42.5180847,-90.4357819
3163,1247639,23,1997,2023,24,47.6483,-70.62082
3164,8402573,23,1997,2021,24,27.7611546,-81.4536353
3165,840332,23,1998,2023,24,47.7825805,-116.6672685
3166,8405080,23,1997,2023,24,48.4244641,-94.950061
3167,84083363,23,1997,2023,24,33.3563297,-100.6989509
3168,8408972,23,1997,2023,24,47.9220717,-122.3002169
3320,8405387,22,1997,2022,24,45.5347235,-113.0794573
3321,84060111,22,1997,2021,24,35.6552916,-104.3751645
3322,8408324,22,1999,2023,24,29.0185167,-96.9354075
3323,8408520,22,1997,2023,24,37.4140427,-112.7998329
3324,840921,22,1997,2021,24,44.9160067,-110.4156649
3447,84017903,21,1997,2023,24,37.2704067,-108.4824304
3448,8402521,21,1998,2023,24,29.8970697,-81.8343049
3449,84025919,21,1997,2023,24,26.9941297,-80.5737674
3450,840384,21,1997,2022,24,64.5,-157.0
3451,840384,21,1997,2022,24,37.9847547,-96.3936159
3452,840609,21,1997,2022,24,35.5233697,-106.0592719
3453,8406127,21,1997,2023,24,32.9583127,-111.3334729
3454,8406127,21,1997,2023,24,42.4848037,-74.4004979
3455,840651,21,1997,2023,24,36.2863797,-113.0649869
3456,84088900,21,1997,2023,24,37.7588272,-79.291688
3457,84088916,21,1997,2022,24,37.9864539,-75.4288763
3596,84025912,20,1997,2023,24,26.3353906,-80.5399018
3597,8406052,20,1997,2023,24,36.4327042,-107.4794163
3598,8408355,20,1998,2023,24,31.5020577,-99.1642919
3599,8408382,20,1997,2023,24,29.1904253,-103.0065204
3716,1244313,19,1996,2023,24,51.32885,-112.04431
3717,1244313,19,1996,2023,24,61.0963506,-93.9836699
3718,84017305,19,1997,2021,24,40.8627005,-104.6390073
3719,840536,19,1997,2023,24,48.0610003,-110.3321782
3836,8403142,18,1999,2023,24,65.0544087,-146.0599662
3837,8405317,18,1997,2023,24,47.4941887,-111.2628629
3838,8405440,18,1997,2023,24,41.6980247,-103.9868089
3839,8408321,18,1997,2023,24,29.753566,-94.376537
3840,84083319,18,1997,2023,24,29.1679858,-103.6103013
3841,8408381,18,1997,2023,24,29.9214837,-101.2407759
3937,8403115,17,1997,2023,24,63.7379551,-149.2910681
3938,8406062,17,1997,2023,24,35.8403388,-103.6785946
3939,84092104,17,1997,2021,24,41.6851957,-106.3898999
4034,84017221,16,1997,2023,24,38.2958688,-102.7381166
4035,8402553,16,1997,2022,24,30.7184797,-86.1160696
4036,84025901,16,1997,2023,24,30.2634445,-84.6552242
4037,8406961,16,1997,2023,24,42.0147517,-119.4780049
4038,84081901,16,1997,2023,24,43.3619587,-103.9228739
4039,8408352,16,1997,2023,24,31.1320902,-98.0448208
4040,8408521,16,1997,2021,24,37.9276397,-111.1870049
4124,8401416,15,1998,2023,24,38.0878897,-121.7519384
4125,8401745,15,1997,2023,24,38.7397289,-108.623622
4126,8406079,15,1997,2021,24,32.245658,-104.6971728
4127,84085316,15,1997,2021,24,38.3096747,-111.5181729
4128,840858,15,1997,2023,24,40.7234797,-109.4702139
4129,8408921,15,1996,2022,24,46.0599687,-119.9901579
4217,84017304,14,1997,2023,24,40.5692247,-105.4284449
4218,8405363,14,1997,2023,24,47.6497425,-115.17429
4219,84055906,14,1997,2023,24,36.4907307,-116.3432079
4220,840602,14,1997,2023,24,36.1676097,-107.7013619
4221,8409283,14,1997,2023,24,42.5664457,-106.9904259
4288,1244125,13,1997,2023,24,52.48771,-117.51832
4289,84017225,13,1997,2023,24,37.6909727,-105.927905
4290,840310,13,1997,2023,24,63.0127307,-141.8052529
4291,84060221,13,1997,2023,24,33.1786297,-107.0297999
4292,8406029,13,1997,2021,24,32.6557967,-104.3957139
4293,8409222,13,1997,2023,24,41.2728697,-110.7646789
4356,124437,12,1998,2023,24,54.26763,-111.2782
4357,124437,12,1998,2023,24,62.52539,-114.18089
4358,84060115,12,1998,2023,24,34.1107524,-106.8715622
4408,1249378,11,1997,2023,24,66.44292,-136.71056
4441,84014907,10,1997,2021,24,33.9250177,-115.9269019
4442,84085313,10,1997,2023,24,39.0819137,-109.1242599
4490,8401437,9,1997,2023,24,35.473722,-115.7029053
4491,84081908,9,1997,2023,24,43.0213802,-103.6686132
4529,8405533,8,1996,2023,24,35.7087118,-114.7110604
4530,84085171,8,1997,2023,24,37.0775177,-111.6624229
4652,840613,3,1997,2023,24,34.7270747,-113.9188229
4653,840613,3,1997,2023,24,40.900112,-73.392019
48,8403936,60,1997,2023,23,37.3299427,-88.3261579
66,8409115,58,1997,2019,23,45.8737727,-91.2353139
95,8408229,55,1997,2023,23,35.1735485,-85.6693511
112,8404932,54,1997,2023,23,42.5960376,-85.134166
113,84063108,54,1997,2019,23,35.0476517,-76.9044781
114,8408216,54,1997,2022,23,35.8791357,-87.3276749
115,8409112,54,1997,2021,23,45.5969217,-92.2379749
129,840821,53,1997,2023,23,36.4175101,-89.4379279
130,84091317,53,1999,2023,23,43.5621967,-89.5292049
156,8403526,51,1997,2023,23,39.2638847,-86.7031329
157,8407222,51,1997,2023,23,41.6588017,-77.1203469
179,840227,50,1997,2023,23,32.3116131,-85.5530853
180,8404935,50,1997,2023,23,42.2526585,-85.4136135
181,84063109,50,1997,2023,23,35.6919219,-76.9896438
182,84063204,50,2000,2023,23,34.5909333,-77.7928721
183,84091310,50,1998,2023,23,44.7379837,-91.7922969
262,840331,48,1997,2023,23,57.8166195,-152.6228043
263,840331,48,1997,2023,23,48.5817917,-116.3974909
264,8403519,48,1997,2023,23,40.8532797,-85.9044039
265,84035309,48,1999,2023,23,39.9820787,-87.3561447
266,8403539,48,1998,2023,23,38.2672943,-86.1463592
267,8408227,48,1997,2023,23,35.3801394,-85.9158515
366,1247933,46,1997,2019,23,52.23764,-107.97894
367,840189,46,1997,2019,23,41.5387127,-73.5009399
368,8402748,46,1997,2023,23,33.0291229,-82.8309704
369,8403928,46,1996,2021,23,37.2573275,-86.1387677
370,84072189,46,1997,2023,23,39.9853173,-79.4174638
426,8406060,45,1997,2021,23,35.6605096,-105.3361242
427,84063232,45,1997,2023,23,36.4516207,-78.4392029
428,840719,45,1997,2019,23,35.9114603,-91.3426352
429,8408830,45,1997,2022,23,37.8800004,-76.6789481
492,840225,44,1997,2022,23,32.6594297,-86.7017714
493,84038317,44,2000,2023,23,39.7839097,-95.2272709
494,84042905,44,1997,2023,23,30.3686157,-91.6352162
495,8404648,44,1997,2021,23,38.2256736,-75.2663372
496,8404936,44,2000,2023,23,42.0493317,-85.7234329
497,8404955,44,1997,2021,23,42.1013065,-84.8081892
568,8406150,43,1997,2023,23,42.711382,-77.591937
569,8407239,43,1997,2023,23,41.549667,-75.2677314
658,840274,42,1997,2023,23,30.978291,-87.631069
659,840274,42,1997,2023,23,30.9276387,-83.0293039
660,8403474,42,1997,2021,23,39.2888385,-90.550608
661,8405364,42,1997,2023,23,47.0312302,-114.3938692
662,8407258,42,1997,2023,23,40.6677047,-78.5766909
663,8407268,42,1997,2023,23,40.3760787,-77.6852029
664,840727,42,1999,2023,23,36.4061087,-92.1148009
665,840727,42,1999,2023,23,41.9993537,-79.1302659
666,84082128,42,1997,2023,23,35.1093452,-85.3637195
667,8409134,42,1997,2023,23,44.0129837,-91.3711239
752,840475,41,1997,2019,23,41.9386087,-71.0799209
753,84049165,41,2000,2023,23,43.2370751,-83.2549351
754,84063106,41,1998,2023,23,34.4715967,-79.2005609
755,84088915,41,1997,2022,23,37.2558307,-76.9600889
848,8408223,40,1997,2021,23,35.7357596,-86.1676666
947,8404613,39,1997,2023,23,39.516536,-77.0384304
948,8406145,39,1997,2023,23,42.282132,-77.939947
949,8408220,39,1997,2019,23,36.5086597,-86.6658089
950,8408941,39,1998,2023,23,46.9561757,-123.4427949
951,8409147,39,1997,2023,23,44.6191537,-88.7788779
952,8409150,39,1997,2023,23,43.7898747,-91.0057829
1053,1245615,38,1997,2022,23,47.26688,-65.29641
1054,84014198,38,1997,2019,23,41.7401687,-122.6334149
1055,84046110,38,1997,2022,23,39.0308897,-77.0169099
1056,8405067,38,1997,2023,23,46.5918377,-92.7409299
1057,8406166,38,1997,2023,23,43.1496467,-78.1154029
1058,8408317,38,1997,2023,23,28.6737143,-98.38854
1176,1247660,37,1997,2021,23,47.94668,-68.91577
1177,8403819,37,1997,2023,23,39.0607981,-97.1112208
1178,8405213,37,1997,2023,23,37.5143127,-92.9258039
1179,8406156,37,1997,2019,23,42.2769437,-78.8989789
1180,8407242,37,1997,2023,23,41.2581129,-75.231938
1181,840898,37,1997,2021,23,48.2905657,-117.7774499
1182,8409031,37,1997,2023,23,38.5618406,-79.4290148
1312,840216,36,1997,2023,23,33.8481773,-87.5888357
1313,840216,36,1997,2023,23,38.5337387,-75.1803229
1314,840238,36,1997,2023,23,31.3180673,-87.1203132
1315,8403611,36,1997,2023,23,41.4022592,-93.103781
1316,84038304,36,2000,2023,23,37.7959759,-97.4634159
1317,84061109,36,1997,2023,23,44.4433387,-73.4887779
1318,8406312,36,1997,2022,23,35.6755372,-78.3220803
1319,84088910,36,1997,2023,23,37.4990712,-76.4739316
1320,8409043,36,1997,2023,23,39.5044097,-80.5872959
1438,1244330,35,1997,2023,23,53.62844,-114.3987
1439,84017204,35,1997,2023,23,40.7597487,-105.4722069
1440,8402156,35,2000,2023,23,33.2905307,-86.3312989
1441,84035903,35,2000,2023,23,41.0474227,-87.4511851
1442,84072127,35,1998,2023,23,41.2137917,-77.0343089
1443,8407252,35,1998,2023,23,40.4897627,-79.4811859
1444,8408123,35,1997,2019,23,45.8541675,-99.2629045
1445,8408330,35,1997,2023,23,29.3597192,-99.1420313
1446,840877,35,1998,2023,23,43.8966381,-72.2608612
1447,8408815,35,1997,2023,23,37.8008166,-80.0474493
1448,84091314,35,1998,2021,23,44.1095107,-87.8918599
1554,124429,34,1998,2023,23,53.68701,-113.88548
1555,12479132,34,1999,2023,23,52.0567,-106.21899
1556,8403469,34,1997,2023,23,41.311436,-88.5903464
1557,84038118,34,1997,2019,23,38.9147327,-97.3687519
1558,8403923,34,2000,2023,23,37.9849668,-84.8137054
1559,8404210,34,1998,2023,23,30.8801251,-90.2491541
1560,8404426,34,1997,2021,23,44.8325837,-68.2555749
1561,84047102,34,2000,2023,23,41.3440727,-70.7828989
1562,840498,34,1997,2023,23,46.2388167,-88.7363589
1563,840526,34,1997,2023,23,36.5642282,-94.2388636
1564,84061100,34,1997,2021,23,44.4319917,-74.1807169
1565,8407246,34,1997,2023,23,40.6944365,-80.3072164
1713,84017359,33,1998,2021,23,39.7578337,-107.6922689
1714,840217,33,1997,2023,23,33.5263185,-87.0044623
1715,840217,33,1997,2023,23,38.6735427,-75.2351089
1716,84028,33,1997,2023,23,34.0278089,-85.7110414
1717,84061121,33,1997,2019,23,42.0781957,-74.9852279
1718,8406934,33,1997,2023,23,44.7117487,-122.7713389
1848,84014418,32,1997,2022,23,39.0192397,-120.8263239
1849,84035306,32,1999,2022,23,40.1985767,-86.4502189
1850,840383,32,1997,2022,23,37.8493327,-95.5008159
1851,8404216,32,1997,2019,23,30.8315727,-93.3184289
1852,8404431,32,1997,2023,23,45.233007,-70.190779
1853,8404711,32,1998,2023,23,42.0067334,-71.118451
1854,8405339,32,1997,2023,23,45.5761407,-110.7878949
1855,8406169,32,1997,2021,23,43.261571,-76.684878
1856,840824,32,1997,2023,23,35.5377957,-89.3824309
2001,84014199,31,1997,2021,23,41.2528113,-121.8238479
2002,8402142,31,1997,2022,23,30.370222,-87.6024375
2003,84033219,31,1997,2021,23,43.4007821,-114.252264
2004,8406071,31,1997,2019,23,33.7152917,-106.9502237
2005,840809,31,1995,2023,23,33.7228886,-81.3572843
2149,8401723,30,1997,2023,23,37.2149507,-107.7918089
2150,84017309,30,1997,2019,23,39.0799673,-107.3678337
2151,8402214,30,1997,2023,23,31.7459607,-87.6361759
2152,840266,30,1997,2023,23,31.2283931,-87.0654001
2153,8403811,30,1997,2021,23,67.1032427,-158.274781
2154,8403811,30,1997,2021,23,37.1334087,-99.7413179
2155,84042221,30,1997,2023,23,31.4823534,-93.1474655
2156,840444,30,1997,2023,23,43.0811777,-70.7139509
2157,8405034,30,1997,2023,23,47.0678994,-91.8050812
2158,8405417,30,1997,2023,23,41.8865107,-98.0363319
2159,84061207,30,1998,2022,23,41.3311577,-73.6805499
2160,8406193,30,1997,2019,23,43.5327757,-73.7953919
2161,8406948,30,1997,2022,23,44.4171957,-119.1134189
2302,12444,29,1990,2018,23,49.81509,-113.56982
2303,12479106,29,1997,2023,23,49.96035,-106.55085
2304,84017208,29,1997,2023,23,39.5130367,-108.4622799
2305,8402210,29,1997,2022,23,32.1930088,-87.3792753
2306,84025910,29,1998,2023,23,26.8177916,-81.9247336
2307,8404218,29,1997,2023,23,31.9792958,-91.4440435
2308,840471,29,1997,2021,23,41.750876,-70.1656255
2309,8405011,29,1997,2023,23,44.3009187,-94.3011859
2310,84083139,29,1998,2023,23,30.6915827,-97.5857079
2311,8408916,29,1997,2023,23,47.7305767,-117.9280779
2446,8402204,28,1998,2021,23,34.7575557,-85.8594579
2447,8403810,28,1997,2022,23,37.1645227,-99.2722929
2448,84038302,28,2000,2023,23,37.3690207,-95.4488589
2449,84038312,28,2000,2023,23,38.2039494,-97.2078887
2450,8404227,28,1997,2023,23,32.0735964,-93.9744951
2451,8405397,28,1998,2023,23,44.5611413,-112.710893
2452,8406330,28,1997,2023,23,35.316016,-83.2186082
2453,8408979,28,1997,2019,23,46.8066477,-122.4157869
2587,1244113,27,1997,2023,23,51.9391041,-112.131154
2588,84014406,27,1997,2021,23,41.6708967,-121.2574609
2589,84017365,27,1999,2023,23,38.2700861,-108.5366804
2590,8402515,27,1997,2023,23,29.9877641,-84.9762879
2591,84053137,27,1997,2023,23,45.3790727,-112.6419759
2592,8406061,27,1998,2022,23,35.3881137,-104.4610059
2593,84085203,27,1997,2023,23,41.6247767,-111.7942819
2594,8408917,27,1997,2022,23,46.2603987,-123.1780619
2595,8409251,27,1998,2023,23,43.1751987,-111.0315169
2741,12411407,26,1997,2023,23,49.70977,-118.77692
2742,1244109,26,1999,2023,23,50.42635,-113.82728
2743,84014175,26,1997,2019,23,41.4000979,-122.0499734
2744,84033218,26,1997,2023,23,43.4135132,-115.3610245
2745,8403820,26,1997,2023,23,38.4636553,-98.9776363
2746,84063208,26,1998,2021,23,35.4900673,-76.543981
2747,840831,26,1997,2023,23,26.1912547,-97.3519969
2748,84088907,26,1997,2023,23,38.5124586,-78.4454052
2895,8402585,25,1997,2023,23,28.2764097,-82.6352619
2896,84033226,25,1997,2023,23,42.2100017,-113.8402099
2897,84038307,25,2000,2023,23,37.8296057,-100.8706786
2898,8405077,25,1997,2023,23,47.4408422,-96.5804582
2899,8405427,25,1997,2023,23,42.021567,-99.4624293
2900,84072904,25,1997,2019,23,40.6860806,-77.7742082
2901,84088923,25,1997,2023,23,38.9058083,-78.1992324
2902,8409238,25,1997,2023,23,44.09196,-108.700013
3036,1244549,24,1997,2023,23,52.37626,-100.92107
3037,8401496,24,1997,2022,23,38.1752167,-119.1943049
3038,8402754,24,1997,2023,23,30.688444,-87.969378
3039,8402754,24,1997,2023,23,32.6493901,-81.6930981
3169,124440,23,1997,2023,23,54.12038,-114.71491
3170,84017209,23,1997,2019,23,39.6468148,-107.6169662
3171,840235,23,1997,2023,23,30.9977072,-86.8858316
3172,8402587,23,1997,2019,23,25.9322682,-81.6570333
3173,840349,23,1997,2023,23,41.1849333,-89.4568609
3174,8405073,23,1997,2023,23,47.7622203,-92.0002907
3175,84083345,23,1999,2023,23,31.2076027,-105.3339159
3176,84085166,23,1997,2023,23,38.9147857,-111.7413629
3325,1244213,22,1997,2019,23,51.18333,-112.33055
3326,12476537,22,1998,2023,23,47.34389,-71.04081
3327,8403520,22,1997,2023,23,40.7030618,-84.8534885
3328,8408366,22,1997,2023,23,32.2195028,-99.2729117
3458,840171,21,1997,2023,23,40.7402199,-108.0883263
3459,8402528,21,1999,2022,23,25.7510497,-80.9676799
3460,8402567,21,1997,2021,23,28.1011187,-80.8980039
3461,84054900,21,1999,2023,23,42.9298442,-103.875342
3600,1249321,20,1997,2023,23,61.70872,-130.82151
3601,8401480,20,1997,2022,23,39.7633427,-122.2390059
3602,8405386,20,1997,2022,23,45.7461729,-114.4473183
3603,84063911,20,1997,2022,23,35.2232814,-83.6042224
3604,84069212,20,1997,2022,23,44.4616613,-120.1210669
3720,1244196,19,1997,2023,23,50.6917,-115.13917
3721,84014137,19,1997,2023,23,32.6119997,-116.2002339
3722,84054901,19,1999,2023,23,42.7519425,-102.9147494
3723,8406067,19,1997,2019,23,34.7803261,-104.9434186
3724,8408329,19,1997,2022,23,29.2751357,-97.9801349
3842,84025178,18,1999,2023,23,25.618989,-80.4147339
3843,84025902,18,1997,2023,23,30.3790152,-82.3594866
3844,84037,18,1997,2022,23,62.7247807,-143.8893879
3845,840606,18,1997,2021,23,36.7278337,-103.5750419
3846,8408133,18,1998,2023,23,44.3862037,-100.4910279
3847,8409219,18,1997,2022,23,42.8691687,-106.1200029
3940,124477,17,1997,2022,23,59.98857,-111.83849
3941,8401719,17,1998,2022,23,38.8398807,-104.0920409
3942,840922,17,1997,2019,23,44.4668237,-109.1344079
3943,8409284,17,1997,2022,23,42.2489347,-106.5688169
4041,84017228,16,1997,2023,23,37.1640087,-102.2766499
4042,8401737,16,1997,2019,23,40.2631147,-102.7182079
4130,84017205,15,1999,2023,23,40.8566157,-104.5420149
4131,84033,15,1997,2023,23,65.2698047,-146.727508
4132,8403327,15,1997,2019,23,42.8548166,-112.519388
4133,8405334,15,1997,2023,23,46.4973888,-105.0895338
4134,840544,15,1997,2023,23,40.2199177,-97.5577459
4135,8405511,15,1996,2023,23,40.0935212,-115.6324132
4136,8406107,15,1997,2023,23,35.5541565,-113.3760172
4137,84092120,15,1997,2019,23,42.8372527,-105.8112249
4222,84034,14,2000,2023,23,64.2556227,-146.0769649
4223,84038,14,1997,2023,23,63.6152141,-143.9862892
4224,8408132,14,1997,2023,23,43.7410071,-101.9591186
4225,84081907,14,1997,2023,23,43.1877447,-103.1694109
4226,84085159,14,1997,2023,23,39.8792347,-113.2671429
4294,84038315,13,2000,2023,23,38.4682058,-100.7232236
4295,84060130,13,1997,2022,23,32.4717827,-103.2960129
4296,840669,13,1999,2022,23,33.2869987,-112.9375459
4297,84083330,13,1997,2023,23,30.6112157,-103.3672874
4359,84025135,12,1999,2023,23,25.1388716,-80.9335333
4360,8405323,12,1997,2023,23,47.548833,-105.812316
4361,840557,12,1997,2023,23,40.2636938,-119.7796496
4409,84032,11,1997,2023,23,65.7907167,-144.0890949
4410,84060114,11,1997,2021,23,34.8699738,-107.2466969
4443,8401715,10,1997,2021,23,38.694789,-108.1390507
4444,8405528,10,1997,2021,23,37.6959387,-114.7461089
4445,8406108,10,1997,2023,23,35.2307957,-112.5859679
4492,840315,9,1997,2021,23,63.5152626,-150.0484937
4493,8408512,9,1997,2022,23,39.5972957,-110.5606389
4531,8408143,8,1997,2023,23,43.8936958,-102.4574947
4583,8408522,6,1997,2023,23,37.8867207,-110.3674399
4584,8409285,6,1997,2023,23,42.2409977,-106.4130859
4618,8409217,5,1997,2023,23,42.1794577,-108.6225589
4639,84085317,4,1997,2021,23,38.9815407,-110.1670069
10,84014166,69,1997,2019,22,41.9998861,-121.8916067
19,84014168,65,1997,2019,22,41.8224004,-122.0111142
49,84014900,60,1997,2019,22,41.9024247,-122.5631179
158,840469,51,1997,2023,22,39.7148359,-77.3304347
184,8402736,50,1997,2018,22,33.5381995,-85.2533567
215,12445209,49,1997,2021,22,49.50274,-100.70386
216,8401483,49,1997,2019,22,37.9851247,-122.5909499
217,8406124,49,1997,2023,22,42.386341,-74.927578
268,8403922,48,2001,2023,22,37.470864,-84.8112865
269,8403926,48,1997,2021,22,37.9353872,-85.0956126
314,84063304,47,2001,2023,22,36.176991,-78.2113363
371,8404654,46,1997,2023,22,39.6399863,-78.4762746
372,84049907,46,1997,2019,22,42.6234117,-86.0738369
373,8408215,46,1998,2023,22,35.1607149,-87.6852374
374,8408218,46,1997,2023,22,35.4941757,-87.6791989
430,12476309,45,1998,2021,22,45.30282,-72.38092
431,84034316,45,2001,2023,22,38.8433817,-89.3901378
432,8406315,45,1999,2023,22,35.917637,-79.7044966
498,8403541,44,1997,2021,22,38.6347156,-85.7471699
499,84052126,44,1997,2023,22,39.5296983,-91.2159803
500,8405919,44,2001,2023,22,41.1181687,-74.7967659
501,8406152,44,1997,2019,22,42.6940897,-77.9559089
502,84063313,44,2001,2023,22,35.7523027,-77.2310819
503,8407230,44,1997,2023,22,41.8749574,-76.903319
504,840907,44,1997,2023,22,37.5320007,-81.7666849
505,84091313,44,1998,2023,22,44.9221977,-88.9391789
570,840184,43,1997,2023,22,41.417728,-72.1530946
571,8402744,43,1998,2023,22,33.6307147,-84.2188269
572,8403941,43,1997,2023,22,38.3791569,-84.5727271
573,8404634,43,1997,2023,22,39.5231571,-75.9042529
574,8405262,43,1997,2023,22,38.1619747,-92.5999229
575,8406125,43,1997,2023,22,42.6548767,-74.4021599
576,8406158,43,1997,2019,22,42.624922,-78.103787
577,84072902,43,1997,2023,22,41.0609183,-76.1280033
578,8408231,43,1997,2022,22,36.4907462,-84.2932022
579,8408232,43,1997,2022,22,36.2936637,-84.3613059
668,8402109,42,1999,2023,22,34.3086241,-85.9323092
669,84034318,42,2001,2023,22,37.8620527,-89.0775209
756,840141,41,1997,2019,22,41.8223332,-123.0047055
757,8402207,41,1997,2023,22,33.8564625,-86.3813006
