,ruta,num_continuous_species,min_year,max_year,num_survey_years,Latitude,Longitude
69,840731,58,2010,2018,8,36.394077,-93.472462
121,84047118,54,2015,2023,8,42.638288,-72.907824
289,84052157,48,2015,2023,8,37.671966,-90.558115
328,8404659,47,2015,2023,8,38.2504,-75.432624
612,84088122,43,2015,2023,8,37.908558,-78.542888
708,12456125,42,2015,2023,8,46.06756,-65.20786
709,84021107,42,2006,2019,8,38.6736346,-75.2351111
800,8404624,41,1997,2004,8,38.7216347,-76.8203729
801,8406179,41,1997,2010,8,43.1192707,-75.6687119
1116,12476107,38,2014,2023,8,45.3488075,-74.0276096
1117,84049143,38,2005,2018,8,45.2643001,-84.9831944
1248,8401438,37,1997,2019,8,34.4663227,-120.0690309
1249,84053302,37,2015,2023,8,48.441349,-113.218436
1370,84027311,36,2015,2023,8,30.7949952,-83.4309121
1371,84035312,36,2000,2021,8,39.6830387,-84.8521349
1372,8405914,36,1997,2007,8,40.5107877,-74.9305639
1504,8409252,35,1997,2023,8,43.5440727,-110.8569409
1638,84033319,34,2015,2023,8,43.9110934,-114.876111
1639,84052147,34,2014,2023,8,39.225067,-90.890831
1640,84063310,34,2012,2023,8,35.6825702,-80.8610815
1641,8408716,34,1997,2004,8,44.1203267,-72.1451859
1789,84027315,33,2006,2023,8,32.4529818,-82.7571502
1790,84053306,33,2015,2023,8,48.515398,-109.212106
1941,1244561,32,2002,2017,8,54.19563,-99.17346
1942,1247657,32,2011,2023,8,48.14724,-70.02851
2084,12456144,31,2015,2023,8,45.71386,-65.94536
2085,84083448,31,2014,2023,8,32.3870612,-94.5702105
2240,12476243,30,2008,2023,8,48.19964,-79.01686
2241,12479141,30,1999,2013,8,53.01718,-107.58536
2242,8404452,30,1997,2016,8,46.4662437,-67.8046179
2373,1247513,29,2006,2023,8,46.36766,-63.1498
2374,124792,29,2010,2019,8,49.61003,-102.59344
2375,84050139,29,2004,2016,8,47.2878002,-94.4892239
2376,84052156,29,2014,2023,8,37.967583,-91.271917
2529,12476236,28,2011,2019,8,48.76247,-72.7042
2530,84052142,28,2015,2023,8,40.583201,-91.823103
2531,84052153,28,2015,2023,8,37.537148,-94.040652
2532,84053320,28,2015,2023,8,47.225122,-105.166186
2533,84060158,28,2014,2023,8,35.4463117,-107.443336
2678,12476100,27,2007,2018,8,50.21951,-61.99508
2679,84014111,27,1997,2019,8,34.3863889,-117.69055
2680,84014136,27,1997,2016,8,34.6739607,-119.6685329
2681,84050905,27,2011,2019,8,44.05684,-91.989433
2682,84053307,27,2015,2023,8,48.086536,-108.170308
2683,84083332,27,1999,2009,8,31.0025107,-105.55087
2684,84083393,27,2015,2023,8,30.070998,-97.228214
2832,12411213,26,2001,2009,8,49.78313,-124.17869
2833,12476365,26,1997,2004,8,48.33461,-64.7748
2834,84069112,26,1997,2022,8,44.4990597,-120.4448769
2975,1244207,25,1996,2015,8,50.15235,-111.98355
2976,12476156,25,2011,2023,8,48.09664,-71.78683
2977,12479103,25,1997,2023,8,49.8722,-103.56475
2978,1249354,25,2004,2023,8,63.87285,-138.1282
2979,84014303,25,1997,2009,8,37.6649984,-121.7329536
2980,84017377,25,2015,2023,8,39.871749,-108.284991
2981,84038306,25,2000,2014,8,37.8256648,-99.3855484
3105,12411284,24,2014,2023,8,56.586734,-120.635607
3106,12445154,24,1997,2016,8,53.14974,-99.36055
3107,1247662,24,1996,2006,8,48.85239,-67.51016
3108,84027316,24,2012,2023,8,30.8576446,-84.7241329
3109,840335,24,1997,2012,8,46.0761181,-115.4122168
3110,84042123,24,2011,2021,8,32.551556,-91.627441
3111,8404425,24,1997,2006,8,44.4079994,-68.7864764
3112,84053303,24,2015,2023,8,48.212234,-112.63605
3113,8406154,24,1997,2004,8,42.9562967,-78.6967019
3114,8408986,24,2015,2023,8,47.164403,-121.750437
3261,12411229,23,1997,2006,8,51.41655,-117.00095
3262,1241128,23,2004,2012,8,50.701583,-127.914168
3263,1241149,23,2001,2017,8,52.38755,-126.52696
3264,1244237,23,2000,2018,8,54.4716,-111.37939
3265,1244239,23,2008,2022,8,54.03624,-113.32135
3266,12457105,23,2007,2019,8,47.58273,-54.88036
3267,1247659,23,2007,2019,8,48.54875,-68.22258
3268,84014123,23,1998,2023,8,35.6378262,-120.8547697
3269,8402588,23,2015,2023,8,26.750328,-80.902032
3270,8405030,23,2004,2016,8,46.0800609,-96.4727186
3271,84053308,23,2015,2023,8,48.756557,-107.118909
3272,84069248,23,2004,2023,8,44.0017724,-118.8492195
3273,84083238,23,1997,2006,8,30.5177317,-97.8400639
3274,84083418,23,2006,2023,8,29.9439794,-101.7373875
3275,8409293,23,1999,2023,8,41.2656687,-110.2636939
3401,12479250,22,2013,2023,8,54.07823,-108.27759
3402,84014402,22,1997,2014,8,41.3035057,-123.5321729
3403,8401457,22,2003,2019,8,35.2565319,-120.8880009
3404,8404250,22,1999,2019,8,29.6872546,-90.99072
3405,84053330,22,2015,2023,8,46.245982,-105.262831
3537,1244608,21,2012,2022,8,50.60144,-112.99408
3538,1245717,21,2008,2019,8,49.0163,-53.88541
3539,84014410,21,2002,2011,8,40.7168927,-122.6362459
3540,840278,21,1997,2019,8,31.3917301,-81.643174
3541,84053309,21,2015,2023,8,48.968499,-106.194522
3676,84027102,20,1997,2022,8,30.741228,-82.071315
3677,8408319,20,2001,2017,8,28.9477668,-99.8539016
3799,84053323,19,2015,2023,8,46.481362,-112.006589
3800,84059132,19,2000,2012,8,39.6488431,-74.2983884
3902,1247695,18,2011,2019,8,50.03543,-74.23159
3903,12479144,18,2015,2023,8,54.841714,-102.055511
3904,8403326,18,1997,2012,8,42.6770234,-113.5890998
4008,84017358,17,1998,2012,8,39.8228687,-108.1651539
4009,840328,17,2012,2023,8,60.2959485,-151.2763427
4010,84042207,17,2009,2017,8,29.8912193,-93.401584
4093,12479222,16,2000,2019,8,51.99818,-104.84993
4094,8408145,16,1997,2014,8,43.5789808,-100.9295573
4095,84085912,16,1997,2006,8,38.5446357,-109.7640689
4096,8408915,16,1999,2012,8,47.3399077,-118.1453169
4192,84083370,15,2001,2022,8,34.6989797,-102.7778479
4193,8409261,15,1997,2022,8,43.9788367,-107.9682469
4268,124436,14,1999,2011,8,54.0577,-110.8863
4269,124436,14,1999,2011,8,62.56088,-115.08778
4270,8403218,14,2012,2023,8,60.3668387,-151.371947
4271,84053325,14,2015,2023,8,46.885687,-110.25342
4272,84092108,14,1998,2022,8,41.9956527,-105.5510869
4342,124412,13,1999,2008,8,51.32875,-111.07823
4343,1244123,13,1997,2023,8,52.20935,-115.96781
4344,1245720,13,2007,2023,8,49.75178,-56.0239
4345,12493929,13,2010,2019,8,61.00657,-138.51751
4346,84017904,13,2003,2014,8,40.4319964,-105.7630014
4395,8405537,12,1997,2015,8,41.9347177,-115.4191359
4477,84053312,10,2015,2023,8,47.8851395,-113.865875
4518,124454,9,1997,2021,8,55.84027,-118.45722
4519,84042107,9,1997,2008,8,29.8912193,-93.4015838
4520,84092106,9,2011,2023,8,41.3238637,-106.5043939
4548,8406944,8,1997,2023,8,45.6457597,-120.0826419
4549,8408399,8,1999,2021,8,31.5280023,-106.1128934
4577,8405524,7,2005,2022,8,38.7946177,-114.5604399
4667,84085322,2,2000,2017,8,37.5206767,-110.7254249
80,84046152,57,2014,2022,7,39.580623,-76.150467
144,12476461,52,2015,2022,7,47.605299,-68.564696
230,12476341,49,2010,2018,7,47.54839,-69.42401
526,12479213,44,2016,2023,7,50.75888,-104.6899
527,84018105,44,2016,2023,7,41.9407577,-72.1389149
528,8402722,44,1997,2003,7,33.1819087,-84.4813689
529,84027320,44,2016,2023,7,32.801282,-83.029301
530,840773,44,2016,2023,7,41.3985827,-71.7014909
613,8405023,43,2013,2023,7,46.2421178,-93.8074399
802,12411323,41,2016,2023,7,50.211346,-122.88437
803,1247664,41,1997,2003,7,48.02857,-66.7894
804,84049916,41,2013,2019,7,42.5738567,-85.4654859
893,12476106,40,2015,2022,7,45.782235,-74.143335
1003,84014225,39,2005,2011,7,36.7497605,-121.1582986
1004,8404934,39,1997,2003,7,43.1120407,-85.1933829
1005,8406174,39,1997,2004,7,43.3924887,-75.2973269
1006,840771,39,2016,2023,7,41.6039129,-71.4546814
1007,8408236,39,1997,2004,7,35.171428,-84.783248
1118,12445413,38,2016,2023,7,50.452439,-96.569145
1119,840230,38,1998,2023,7,31.3388298,-85.5895835
1120,84044306,38,2010,2021,7,44.6251205,-70.6298834
1250,84052159,37,2015,2023,7,36.995397,-94.350659
1373,12411133,36,2015,2022,7,51.38704,-120.71029
1374,124416,36,1997,2003,7,51.09521,-115.09111
1375,12445141,36,2011,2023,7,51.61477,-96.82603
1376,124568,36,2016,2023,7,47.07253,-67.29682
1377,84017422,36,2009,2017,7,37.5166544,-108.46451
1642,1245632,34,2000,2011,7,45.72228,-64.91758
1643,12476346,34,2011,2019,7,48.70494,-77.94251
1644,84027337,34,2011,2021,7,34.7223756,-85.424102
1645,8404442,34,1996,2016,7,45.0214735,-68.9142989
1646,8405126,34,1997,2008,7,32.5003056,-88.9270272
1647,84051906,34,1997,2019,7,33.7956097,-89.6124889
1791,12411621,33,1999,2017,7,50.57455,-120.08938
1792,12476115,33,1997,2004,7,46.31874,-74.12518
1793,8401813,33,2005,2019,7,41.2521947,-73.2470699
1794,84034303,33,2001,2017,7,42.2186307,-88.5617669
1795,84063317,33,2002,2019,7,34.9002767,-77.3607189
1943,1245637,32,2004,2015,7,45.86385,-66.10086
1944,84027900,32,1997,2003,7,33.0951823,-83.7086974
1945,84083409,32,2013,2022,7,28.5427,-99.28532
2086,12411454,31,2004,2010,7,53.73398,-121.74297
2087,84091321,31,1998,2004,7,42.9591777,-88.2590119
2243,840518,30,2006,2018,7,32.1085617,-90.5715029
2377,12445403,29,2015,2023,7,49.51762,-97.68673
2378,1249334,29,2015,2023,7,62.62506,-131.27418
2379,8402551,29,1997,2003,7,30.3334747,-87.1400909
2380,84042305,29,2005,2011,7,31.9552681,-92.8142323
2381,84044147,29,1997,2003,7,46.4922497,-69.2876059
2382,8405138,29,2007,2023,7,33.1294539,-89.1031668
2383,84083457,29,2011,2023,7,33.0955235,-94.044829
2534,12476257,28,2011,2023,7,48.03332,-70.58414
2535,84042312,28,2011,2022,7,29.7220402,-91.2220645
2536,8405135,28,2007,2019,7,32.1287076,-90.749474
2537,84069336,28,1997,2010,7,44.2325785,-123.9028309
2685,84025117,27,2012,2021,7,27.431856,-82.406862
2686,84052138,27,2016,2023,7,40.510921,-95.488087
2687,8405424,27,1997,2003,7,42.1849007,-97.1347279
2688,8408017,27,1995,2004,7,34.7696567,-82.1291429
2835,1244108,26,1996,2012,7,50.30279,-112.02041
2836,1244331,26,1998,2014,7,53.61388,-115.45111
2837,12476443,26,2013,2022,7,48.74886,-79.47855
2838,1247668,26,2012,2021,7,49.20396,-64.92619
2839,8405053,26,2004,2012,7,43.5007917,-91.2948909
2840,84052155,26,2014,2021,7,37.937149,-92.441823
2841,84069234,26,1997,2004,7,45.6869957,-118.2487869
2982,1241163,25,2014,2022,7,54.968859,-120.110868
2983,1247694,25,2011,2019,7,50.4371,-73.63845
2984,8403620,25,2006,2022,7,42.4283168,-92.4757027
2985,8405132,25,2007,2019,7,32.5813361,-89.8675417
2986,8405136,25,2012,2023,7,32.4505861,-90.8809066
2987,84081127,25,1997,2012,7,44.2080537,-103.6533279
3115,1241178,24,1998,2022,7,55.7995,-124.73047
3116,1244319,24,2012,2023,7,51.99756,-111.81444
3117,1244319,24,2012,2023,7,63.37122,-123.56614
3118,12479402,24,1996,2023,7,49.45006,-107.48622
3119,840241,24,1997,2003,7,30.2818577,-87.5183809
3120,84025123,24,2012,2019,7,28.5723877,-81.981682
3121,84053340,24,2016,2023,7,45.75894,-104.942069
3276,12411513,23,2015,2023,7,49.51926,-124.146943
3277,1245624,23,2001,2022,7,46.52591,-66.50546
3278,84014167,23,2002,2012,7,41.3028427,-123.5376359
3279,84014180,23,1997,2014,7,40.1173377,-121.5755009
3280,84017323,23,1997,2004,7,37.2370827,-107.8701319
3281,8403760,23,1999,2005,7,59.3271587,-161.028716
3282,84072137,23,2004,2010,7,41.1227242,-75.5403361
3283,8409255,23,2002,2021,7,43.2704237,-109.0314339
3406,1241132,22,1999,2010,7,51.03674,-119.39066
3407,124411,22,1997,2019,7,51.00887,-110.7956
3408,1244430,22,2011,2018,7,53.01772,-114.17258
3409,840344,22,1997,2003,7,42.1810097,-88.9789839
3410,84053314,22,2015,2023,7,47.542278,-111.703118
3411,84053339,22,2016,2023,7,45.540958,-105.826051
3412,84083904,22,2015,2023,7,30.681046,-94.700216
3542,12476345,21,2001,2014,7,48.23315,-78.4346
3543,1247941,21,1997,2013,7,53.4825,-107.43122
3544,8401753,21,1997,2003,7,37.9857447,-107.2239599
3545,84025138,21,2008,2018,7,30.0999167,-81.806917
3546,84053301,21,2016,2023,7,48.492404,-114.429102
3547,84053310,21,2015,2023,7,48.073802,-105.538952
3548,84081703,21,1997,2004,7,43.7824708,-104.03969
3549,8408954,21,1997,2014,7,47.4551907,-121.7570189
3678,1245726,20,2016,2023,7,51.720739,-56.666545
3679,84014401,20,2002,2014,7,41.8020549,-124.0540137
3680,84017905,20,2016,2023,7,39.8272403,-104.80072
3681,8405342,20,2000,2011,7,45.4319207,-107.7207419
3682,8405510,20,2016,2023,7,40.0802831,-116.5858881
3683,840596,20,2005,2022,7,39.7769177,-74.9720939
3684,84069223,20,1997,2023,7,43.5866262,-118.5897464
3801,12411218,19,1998,2023,7,50.33732,-116.99999
3802,12457125,19,2011,2022,7,51.31228,-56.74056
3803,1249333,19,2015,2023,7,62.96,-130.45153
3804,840345,19,1997,2012,7,42.1542181,-88.175335
3905,12456131,18,2014,2021,7,46.182678,-64.118707
3906,84014171,18,1997,2023,7,36.6541134,-120.2610649
3907,84053304,18,2015,2023,7,48.566383,-111.579335
3908,84069255,18,1997,2021,7,42.0023607,-118.6336519
4011,12479127,17,1999,2006,7,51.50394,-109.16821
4012,84014909,17,2003,2009,7,36.3579209,-120.7791086
4097,84053327,16,2016,2023,7,46.727405,-108.934038
4098,8408391,16,1999,2018,7,31.7612467,-105.3687429
4194,12493130,15,2010,2019,7,61.43374,-139.22398
4195,84014428,15,2002,2014,7,41.7045577,-123.8982699
4196,84053332,15,2015,2023,7,45.12883,-112.172905
4197,84083310,15,1996,2010,7,28.4334876,-100.30929
4198,84085157,15,1997,2003,7,40.5509217,-110.7313849
4273,12457225,14,2011,2023,7,51.93558,-56.36639
4274,840626,14,1997,2008,7,32.3325717,-112.7874759
4347,84014403,13,2002,2013,7,41.0054247,-122.6175379
4396,8401426,12,1997,2013,7,36.3127167,-120.3048859
4397,84017325,12,1997,2004,7,37.0987057,-105.5208509
4398,8408390,12,2008,2015,7,31.840983,-104.199257
4478,1244565,10,2000,2023,7,55.81254,-97.91785
4550,8403223,8,2013,2023,7,55.844263,-132.54334
4551,8408380,8,1996,2007,7,28.4898387,-100.0861959
4578,8406924,7,2003,2022,7,43.2877676,-117.8137424
4606,84092102,6,1997,2014,7,41.7349647,-107.2656409
4634,840610,5,1998,2022,7,35.8687197,-110.6230399
4658,84085267,3,2006,2018,7,38.6304603,-110.5665511
40,84021208,61,2017,2023,6,38.5040677,-75.4329919
162,12456129,51,2017,2023,6,46.675734,-64.875848
231,8408811,49,1999,2015,6,38.0246087,-77.6238089
290,12445514,48,2016,2023,6,50.74645,-97.31883
329,84052146,47,2017,2023,6,39.832371,-91.815904
395,12476210,46,2017,2023,6,45.72328,-71.47994
614,1244338,43,2004,2010,6,54.67334,-112.37493
615,84039119,43,2007,2019,6,37.9925553,-83.9410257
616,84051920,43,2016,2023,6,32.0948643,-90.043274
617,84053341,43,2017,2023,6,44.852621,-111.062776
710,84052149,42,2013,2023,6,38.372932,-93.469628
805,12476233,41,2016,2023,6,47.278318,-75.318976
806,8402151,41,2017,2023,6,32.580056,-85.692643
807,84050179,41,2013,2021,6,48.1329177,-93.3426069
894,84091108,40,2017,2023,6,46.1709797,-89.6003879
1008,84047104,39,2016,2023,6,41.9783157,-70.040604
1009,840733,39,2010,2015,6,36.313763,-91.22905
1121,8408026,38,2010,2023,6,34.388972,-81.735572
1251,8407140,37,2017,2023,6,34.462149,-94.305307
1252,84083407,37,1997,2004,6,27.9864697,-97.23052
1378,840496,36,1997,2022,6,46.6434788,-88.3398026
1379,8405143,36,2008,2013,6,31.0239867,-90.574498
1380,84053311,36,2015,2023,6,48.968104,-104.189488
1505,1247613,35,1997,2002,6,46.60121,-75.12872
1506,8403833,35,1998,2005,6,39.7262207,-98.1009369
1507,84049168,35,1997,2011,6,42.6793387,-83.3724184
1508,84051913,35,2013,2018,6,34.15009,-88.81929
1509,84053333,35,2017,2023,6,45.743618,-111.244987
1648,12476117,34,2005,2017,6,46.31353,-73.09578
1649,12479104,34,2011,2023,6,49.43546,-104.58456
1650,84054219,34,2014,2021,6,41.15686,-99.4724
1796,1241118,33,1997,2023,6,50.03801,-117.20573
2088,84053326,31,2017,2023,6,46.828793,-109.269751
2089,8408853,31,2017,2023,6,38.465847,-77.902408
2090,8409210,31,1997,2022,6,43.2006597,-108.4018859
2244,12411371,30,2016,2022,6,54.001414,-128.700779
2245,1244414,30,2017,2023,6,51.67828,-113.666157
2246,84051914,30,2015,2021,6,32.38947,-90.6744
2247,84061127,30,2014,2023,6,42.577551,-74.156148
2384,84038321,29,2000,2016,6,39.3355726,-99.269502
2385,84051111,29,2016,2022,6,34.9641831,-89.6888585
2386,8406111,29,1998,2013,6,41.3812217,-74.4140959
2387,8408023,29,2010,2023,6,33.54348,-81.67438
2538,12457120,28,2016,2022,6,49.379968,-56.982778
2539,8401446,28,2012,2022,6,33.9285177,-117.1214679
2540,840814,28,2000,2011,6,43.8312097,-98.6458819
2689,1244407,27,2012,2017,6,50.56388,-111.84916
2690,124443,27,2001,2012,6,54.76609,-117.24782
2691,124460,27,2017,2023,6,53.16381,-114.22008
2692,8408920,27,2013,2022,6,46.3900437,-120.4601369
2842,1244532,26,2006,2022,6,53.59239,-101.48958
2843,84083905,26,2014,2019,6,30.2728898,-94.550529
2988,12411304,25,2014,2023,6,49.72421,-115.79342
2989,12476164,25,1997,2005,6,48.99578,-66.38021
2990,1249346,25,2015,2021,6,63.2447,-130.032
2991,84049153,25,2016,2023,6,42.7647917,-84.1820229
2992,84063309,25,2001,2022,6,35.2125177,-82.0002509
3122,12476155,24,2013,2023,6,48.40472,-71.8811
3123,1249355,24,2006,2022,6,63.94314,-139.3365
3124,8401450,24,2003,2019,6,32.543555,-117.104022
3125,84025176,24,2004,2011,6,26.6850447,-80.3893099
3284,12441,23,2000,2016,6,49.93222,-110.84452
3285,1244555,23,1997,2011,6,53.01433,-100.01828
3286,1247920,23,1997,2017,6,51.41628,-102.97359
3287,84052148,23,2017,2023,6,38.645253,-94.282506
3288,84053905,23,1998,2004,6,47.0305267,-113.2368619
3289,8406105,23,2006,2023,6,36.3019687,-109.1965869
3290,84092292,23,2017,2023,6,41.5877197,-110.580595
3413,12411209,22,1997,2002,6,49.1322,-120.29275
3414,1244120,22,2006,2012,6,52.63801,-111.99628
3415,1244501,22,1996,2022,6,50.08913,-111.56814
3416,8404224,22,1997,2008,6,32.3944346,-91.6538661
3417,840684,22,2017,2023,6,33.962204,-112.77163
3418,84083395,22,2017,2023,6,31.049106,-104.831703
3550,1244206,21,1997,2019,6,50.22206,-110.96022
3551,124481,21,2017,2023,6,49.8778677,-110.889404
3552,84053142,21,2017,2023,6,45.519386,-107.701631
3553,84083379,21,2013,2023,6,26.161672,-97.877868
3685,1241131,20,1998,2004,6,51.67589,-118.63605
3686,1244340,20,1998,2014,6,54.34059,-114.48941
3687,1245610,20,1997,2003,6,47.91594,-66.21001
3688,12476151,20,2013,2019,6,48.74489,-73.5621
3689,12479408,20,1996,2019,6,50.38406,-108.70866
3690,84053955,20,2005,2011,6,47.0307201,-113.2372617
3691,84054119,20,1997,2010,6,41.1258697,-99.4989389
3692,8409257,20,2002,2018,6,43.7078607,-108.7150189
3805,12411199,19,2002,2007,6,53.25051,-132.11712
3806,1244308,19,1996,2011,6,50.60144,-112.99408
3807,12493239,19,2013,2023,6,62.10131,-136.31707
3808,1249337,19,2006,2023,6,62.17152,-133.95708
3909,1244576,18,2015,2023,6,56.12879,-100.03745
3910,12479230,18,1997,2002,6,52.14025,-104.57738
3911,1249366,18,1997,2023,6,64.08852,-140.95789
3912,84014412,18,1998,2011,6,40.9620837,-121.5788419
3913,84053322,18,2015,2022,6,46.083917,-113.506882
3914,8406219,18,2014,2019,6,33.9225847,-113.82479
3915,84081702,18,1997,2002,6,43.8109741,-103.5930217
4013,12411310,17,2015,2021,6,49.00246,-121.06323
4014,12456110,17,2004,2011,6,47.91594,-66.21001
4015,8402577,17,1997,2017,6,26.0856265,-80.2292965
4099,1245742,16,2011,2018,6,53.11685,-61.98748
4100,1247692,16,2014,2019,6,52.22883,-77.0639
4101,8401420,16,1997,2004,6,37.9248767,-121.1660539
4102,84014413,16,1997,2017,6,40.3052152,-121.143089
4103,84017253,16,2016,2023,6,37.940923,-107.15889
4104,84052144,16,2013,2023,6,39.195858,-93.665217
4105,84053305,16,2015,2023,6,48.563091,-110.302392
4199,84017116,15,2015,2021,6,38.3057846,-107.963311
4200,84017360,15,1998,2013,6,39.9539677,-106.5583499
4201,840855,15,1997,2003,6,40.7463847,-112.6528009
4275,1244560,14,2015,2023,6,54.56021,-98.14871
4276,1244567,14,2015,2023,6,55.88773,-99.02307
4277,84069436,14,2017,2023,6,44.2325785,-123.90283
4348,1245740,13,2006,2011,6,53.48171,-64.71288
4349,84089173,13,2014,2023,6,47.665073,-121.288281
4350,8408918,13,2013,2023,6,46.0083647,-122.3448409
4399,1244157,12,2004,2018,6,56.1651,-110.85584
4400,1244570,12,1998,2010,6,56.41325,-94.35865
4479,1244577,10,2015,2023,6,56.97363,-101.31534
4480,8408124,10,1999,2015,6,45.1286458,-100.5576004
4481,84085312,10,1997,2002,6,39.6723067,-110.6278609
4521,8409213,9,1997,2018,6,43.3976817,-105.3936929
4607,84092167,6,2011,2018,6,43.386764,-105.11005
4608,8409221,6,2006,2019,6,42.2056027,-104.9674979
4609,8409276,6,2001,2018,6,42.0970487,-109.4769749
4635,84092424,5,2004,2009,6,41.7025687,-108.42982
16,8409146,66,1997,2001,5,44.0331367,-88.7042539
81,84049167,57,1997,2001,5,42.4424947,-83.8067849
134,8406054,53,1997,2002,5,36.429871,-105.29927
163,84027219,51,2018,2023,5,33.7890197,-82.4803579
190,84058121,50,2018,2023,5,44.890528,-71.428845
330,8403912,47,1999,2003,5,36.8458967,-89.0589229
455,8404942,45,2006,2019,5,45.6460027,-84.5908579
456,840599,45,1996,2000,5,39.4166137,-74.9255249
618,8403924,43,1998,2003,5,37.5833107,-85.7375639
711,84021106,42,2017,2023,5,38.563044,-75.276335
712,84052152,42,2017,2023,5,38.408802,-90.569852
713,84054321,42,2018,2023,5,40.928807,-96.312527
808,12476118,41,2002,2006,5,46.98283,-74.30355
809,84063916,41,2002,2006,5,36.45,-76.9833333
810,8407280,41,1997,2001,5,40.2983537,-76.3050619
895,12476343,40,1997,2010,5,48.10758,-79.25852
896,84046202,40,2018,2023,5,39.5399409,-79.1662387
897,84054319,40,2018,2023,5,40.016809,-98.613168
1010,84027328,39,2015,2023,5,33.5364364,-84.4592036
1011,84053334,39,2018,2023,5,45.873837,-110.724565
1012,84063904,39,1997,2001,5,35.3008077,-79.8933019
1013,84069218,39,1997,2023,5,43.1276525,-123.2923081
1122,124791,38,2014,2019,5,49.17711,-101.84405
1123,8404944,38,2011,2016,5,45.1017647,-84.0062419
1124,84049911,38,2006,2010,5,46.376829,-86.7691831
1125,84049913,38,2006,2010,5,46.153578,-86.8315043
1253,12476247,37,2011,2015,5,48.35733,-77.99408
1254,12476317,37,1999,2008,5,46.55837,-73.81483
1255,12476437,37,2018,2023,5,47.00765,-71.843561
1256,84049912,37,2006,2010,5,46.327449,-86.8324562
1257,8405052,37,1998,2011,5,48.818007,-96.5804121
1381,12476227,36,2015,2019,5,46.94445,-77.53441
1382,12479122,36,2009,2018,5,51.27037,-104.47251
1383,1247913,36,1998,2015,5,50.63258,-104.92801
1384,840423,36,1999,2019,5,29.9029097,-90.9214239
1385,8404446,36,1998,2008,5,46.600227,-69.5096093
1510,1247625,35,1997,2014,5,47.01839,-79.27693
1511,12476361,35,2013,2023,5,48.67628,-67.0092
1512,84027306,35,2013,2023,5,31.1219928,-82.8050351
1513,84044307,35,2012,2023,5,44.9036271,-69.69907
1514,84089905,35,1997,2018,5,48.4960717,-122.6255719
1651,12476132,34,2011,2015,5,47.63854,-78.85035
1652,84053313,34,2015,2022,5,47.027033,-112.050625
1653,840718,34,1997,2001,5,35.3146747,-91.3577789
1654,840730,34,2010,2023,5,36.329802,-94.303299
1797,12445302,33,2009,2023,5,49.22144,-96.30644
1798,12476643,33,2014,2019,5,48.1075801,-79.2585254
1799,8409250,33,1997,2001,5,44.2432857,-104.1354449
1946,12411181,32,2016,2023,5,55.196991,-127.74637
1947,12476363,32,2011,2023,5,48.22419,-66.25886
1948,1247643,32,1997,2001,5,48.19958,-79.02284
1949,84042120,32,2018,2023,5,31.486387,-92.31192
1950,8404946,32,1997,2003,5,44.7521407,-84.8663789
1951,84051916,32,2016,2021,5,32.34472,-90.84771
1952,84054303,32,2018,2023,5,42.885798,-100.807184
2091,12476126,31,2015,2019,5,46.62575,-77.27371
2092,12476466,31,2013,2023,5,48.07795,-65.59797
2093,12476565,31,2005,2009,5,48.33461,-64.7748
2094,124939,31,2010,2014,5,60.23361,-132.91063
2095,84052140,31,2016,2021,5,40.466853,-93.338346
2096,8405418,31,2000,2021,5,41.8425077,-99.6487049
2097,84089183,31,1997,2004,5,46.2645367,-118.1448599
2248,1247679,30,2007,2019,5,49.94058,-71.94115
2249,84014133,30,2012,2016,5,34.6685951,-118.3953543
2250,84051908,30,2014,2019,5,32.35975,-90.30616
2251,84051911,30,2012,2019,5,33.56245,-89.13321
2252,840672,30,1997,2014,5,33.1754789,-110.5290913
2253,840672,30,1997,2014,5,34.7512366,-95.7740762
2254,8406938,30,1997,2001,5,44.8296527,-117.5242079
2255,8406959,30,1997,2001,5,42.1116017,-122.5365979
2256,8407903,30,1997,2001,5,33.6978337,-92.6142649
2257,8408359,30,2000,2004,5,32.2334897,-95.5170809
2388,1241144,29,2014,2022,5,52.89753,-121.33773
2389,12476163,29,2013,2023,5,48.34623,-66.64566
2390,12476172,29,2012,2018,5,49.56024,-78.11081
2391,12479117,29,2009,2018,5,50.31006,-108.9352
2392,84014202,29,1997,2004,5,38.3795127,-122.5143889
2393,84035101,29,2000,2004,5,41.5363017,-87.1973579
2394,8408027,29,2010,2023,5,34.194067,-79.073733
2541,12411232,28,1999,2010,5,51.41576,-119.43477
2542,1244103,28,1997,2001,5,49.61134,-112.1495
2543,1244104,28,2013,2023,5,49.90214,-113.09867
2544,1247683,28,2011,2015,5,49.31967,-68.35735
2545,1247698,28,2011,2015,5,50.80844,-68.6295
2546,8401442,28,1997,2004,5,34.8339497,-119.3320309
2547,84052141,28,2017,2022,5,40.402616,-92.554325
2693,1241116,27,2014,2018,5,50.23927,-115.87449
2694,12411510,27,2015,2019,5,49.8404771,-121.52185
2695,1247633,27,2002,2009,5,47.19667,-75.55718
2696,8402743,27,1997,2018,5,33.9086267,-84.7482209
2697,84053335,27,2017,2023,5,45.916148,-109.059699
2698,84054304,27,2018,2023,5,42.52146,-99.480072
2699,84054315,27,2018,2023,5,41.952142,-96.540489
2700,84069208,27,1998,2022,5,44.9103489,-116.9510621
2844,1245619,26,2018,2023,5,46.461239,-67.001961
2845,1245723,26,2011,2016,5,50.69045,-57.34239
